no;subject_id;case_id;y;t;sd0;age;female
120;60;2;11.09470201;1;1.054198209;51;0
121;61;1;25.66977571;0;3.60312058;61;0
122;61;2;27.09106812;1;3.60312058;61;0
123;62;1;11.02388357;0;1.560962903;73;0
124;62;2;9.976077672;1;1.560962903;73;0
125;63;1;14.16822724;0;3.550629219;73;0
126;63;2;14.494979;1;3.550629219;73;0
127;64;1;33.13447232;0;7.156541005;83;1
128;64;2;21.01217722;1;7.156541005;83;1
129;65;1;18.0283749;0;3.80687317;70;1
130;65;2;22.00528576;1;3.80687317;70;1
131;66;1;21.70738579;0;6.253230196;58;1
132;66;2;16.13005409;1;6.253230196;58;1
133;67;1;17.47340834;0;1.395640134;78;0
134;67;2;5.113194003;1;1.395640134;78;0
135;68;1;39.84930057;0;8.952026472;58;1
136;68;2;27.2955767;1;8.952026472;58;1
137;69;1;7.596914321;0;2.556443327;77;1
138;69;2;9.719574095;1;2.556443327;77;1
139;70;1;21.25711621;0;4.566554666;52;0
140;70;2;24.54191082;1;4.566554666;52;0
141;71;1;17.00430237;0;1.282609741;82;1
142;71;2;19.93533835;1;1.282609741;82;1
143;72;1;12.68539965;0;1.665287076;57;0
144;72;2;16.27324113;1;1.665287076;57;0
145;73;1;17.16821921;0;2.614157969;78;0
146;73;2;22.43910502;1;2.614157969;78;0
147;74;1;17.18051694;0;0.56009941;52;1
148;74;2;22.73802946;1;0.56009941;52;1
149;75;1;16.077579;0;2.278046091;59;1
150;75;2;12.4751701;1;2.278046091;59;1
151;76;1;14.58503317;0;1.880062182;63;0
152;76;2;10.14127716;1;1.880062182;63;0
153;77;1;15.6949307;0;3.164172107;64;1
154;77;2;14.1666729;1;3.164172107;64;1
155;78;1;15.81651995;0;1.11395681;85;1
156;78;2;11.62662544;1;1.11395681;85;1
157;79;1;13.5416597;0;4.048261103;51;1
158;79;2;22.73809152;1;4.048261103;51;1
159;80;1;13.89221875;0;1.292274843;72;1
160;80;2;14.66096148;1;1.292274843;72;1
161;81;1;18.2647181;0;5.818088267;50;0
162;81;2;19.86031973;1;5.818088267;50;0
163;82;1;12.03959323;0;4.96131786;52;1
164;82;2;18.49148869;1;4.96131786;52;1
165;83;1;14.78726191;0;2.946173094;68;1
166;83;2;18.71766744;1;2.946173094;68;1
167;84;1;24.49492098;0;1.647900918;89;0
168;84;2;14.648734;1;1.647900918;89;0
169;85;1;17.78078849;0;2.425091707;56;1
170;85;2;21.27889469;1;2.425091707;56;1
171;86;1;15.93364916;0;1.350901164;45;1
172;86;2;18.97702936;1;1.350901164;45;1
173;87;1;16.43551076;0;6.825953529;58;1
174;87;2;21.20228619;1;6.825953529;58;1
175;88;1;32.50717338;0;8.132706665;70;1
176;88;2;29.84171683;1;8.132706665;70;1
177;89;1;7.491850599;0;0.841845179;65;0
178;89;2;8.938460748;1;0.841845179;65;0
179;90;1;13.13551186;0;3.073502636;55;1
180;90;2;15.99684581;1;3.073502636;55;1
181;91;1;16.64075285;0;3.183778194;83;1
182;91;2;12.0839827;1;3.183778194;83;1
183;92;1;8.500295881;0;1.760813922;77;0
184;92;2;13.05513361;1;1.760813922;77;0
185;93;1;13.21342744;0;1.810574035;56;0
186;93;2;9.598262019;1;1.810574035;56;0
187;94;1;6.980361134;0;3.658928514;67;1
188;94;2;6.258473448;1;3.658928514;67;1
189;95;1;20.94162492;0;2.490398453;53;0
190;95;2;11.15545346;1;2.490398453;53;0
191;96;1;23.39772875;0;2.488211633;57;1
192;96;2;13.06422574;1;2.488211633;57;1
193;97;1;8.744983214;0;0.879194714;54;1
194;97;2;7.274370123;1;0.879194714;54;1
195;98;1;8.143607175;0;0.389406535;65;1
196;98;2;17.38888118;1;0.389406535;65;1
197;99;1;21.68225041;0;2.851158608;66;1
198;99;2;14.62591766;1;2.851158608;66;1
199;100;1;6.239230065;0;2.466176153;50;0
200;100;2;14.99835098;1;2.466176153;50;0
201;101;1;6.473950194;0;1.041534773;59;1
202;101;2;8.586571862;1;1.041534773;59;1
203;102;1;16.26745168;0;0.751822505;44;1
204;102;2;16.59357419;1;0.751822505;44;1
205;103;1;11.56406881;0;2.451024417;76;1
206;103;2;7.168128569;1;2.451024417;76;1
207;104;1;18.24758626;0;3.684651678;83;1
208;104;2;10.84776541;1;3.684651678;83;1
209;105;1;8.973792988;0;1.235912642;58;1
210;105;2;11.55195338;1;1.235912642;58;1
211;106;1;12.28812713;0;0.865071738;70;1
212;106;2;9.817042538;1;0.865071738;70;1
213;107;1;23.33384905;0;0.706823882;71;0
214;107;2;11.12109482;1;0.706823882;71;0
215;108;1;9.061830274;0;0.441119051;84;1
216;108;2;7.796264337;1;0.441119051;84;1
217;109;1;13.04332195;0;3.421202541;60;1
218;109;2;13.33185219;1;3.421202541;60;1
219;110;1;6.888941227;0;0.817938164;74;1
220;110;2;9.149560253;1;0.817938164;74;1
221;111;1;20.56871428;0;1.88931957;93;1
222;111;2;9.267552393;1;1.88931957;93;1
223;112;1;6.352364407;0;0.74388946;58;0
224;112;2;15.98157532;1;0.74388946;58;0
225;113;1;8.131371939;0;2.152777687;62;1
226;113;2;3.620282214;1;2.152777687;62;1
227;114;1;11.90702114;0;2.152561565;38;0
228;114;2;9.638774351;1;2.152561565;38;0
229;115;1;10.0224835;0;1.555479847;91;0
230;115;2;12.89803367;1;1.555479847;91;0
231;116;1;9.204526519;0;1.82111209;71;0
232;116;2;7.771112223;1;1.82111209;71;0
233;117;1;8.124322243;0;2.132525787;84;1
234;117;2;12.12736736;1;2.132525787;84;1
235;118;1;14.01213619;0;2.176923111;92;1
236;118;2;20.43412304;1;2.176923111;92;1
237;119;1;21.03892857;0;4.798941718;68;1
238;119;2;12.33729984;1;4.798941718;68;1
239;120;1;12.13943122;0;4.047701032;54;1
240;120;2;15.47986248;1;4.047701032;54;1
241;121;1;16.61793007;0;1.112646305;69;1
242;121;2;13.60032525;1;1.112646305;69;1
243;122;1;24.16329309;0;3.472387327;73;0
244;122;2;19.78721413;1;3.472387327;73;0
245;123;1;2.692805614;0;0.909774867;54;1
246;123;2;5.265134679;1;0.909774867;54;1
247;124;1;17.50241287;0;1.182827229;58;0
248;124;2;7.171181886;1;1.182827229;58;0
249;125;1;9.287745787;0;0.649467206;60;0
250;125;2;6.719905336;1;0.649467206;60;0
251;126;1;15.43642697;0;1.220031065;80;1
252;126;2;14.67884298;1;1.220031065;80;1
253;127;1;8.792227752;0;1.621723297;73;1
254;127;2;7.559932953;1;1.621723297;73;1
255;128;1;15.09349015;0;5.492262339;38;1
256;128;2;20.05686287;1;5.492262339;38;1
257;129;1;19.45443996;0;0.230862233;83;1
258;129;2;10.06496305;1;0.230862233;83;1
259;130;1;12.00967834;0;1.907672327;64;0
260;130;2;9.386283099;1;1.907672327;64;0
261;131;1;7.330506573;0;1.112811935;71;0
262;131;2;8.661278394;1;1.112811935;71;0
263;132;1;6.219303094;0;1.44092649;77;1
264;132;2;6.311757454;1;1.44092649;77;1
265;133;1;15.94605011;0;3.268007728;65;1
266;133;2;14.86995561;1;3.268007728;65;1
267;134;1;21.61583628;0;0.355704557;64;0
268;134;2;20.60270325;1;0.355704557;64;0
269;135;1;17.95036903;0;5.776029889;74;0
270;135;2;26.90943715;1;5.776029889;74;0
271;136;1;11.56037533;0;0.156823613;68;1
272;136;2;14.48366908;1;0.156823613;68;1
273;137;1;21.68338961;0;0.486277118;49;1
274;137;2;14.10725333;1;0.486277118;49;1
275;138;1;11.34924522;0;1.699344476;80;1
276;138;2;5.360407767;1;1.699344476;80;1
277;139;1;17.04226925;0;4.797640434;46;0
278;139;2;17.92789057;1;4.797640434;46;0
279;140;1;12.45923591;0;4.432040849;96;0
280;140;2;13.34814069;1;4.432040849;96;0
281;141;1;11.74071124;0;4.964592718;72;0
282;141;2;9.453180788;1;4.964592718;72;0
283;142;1;9.485592211;0;1.03289524;74;0
284;142;2;9.81111394;1;1.03289524;74;0
285;143;1;20.21960832;0;1.544008152;71;1
286;143;2;17.44672094;1;1.544008152;71;1
287;144;1;10.21026278;0;0.389509893;71;1
288;144;2;11.07512055;1;0.389509893;71;1
289;145;1;7.46141078;0;1.487537067;89;1
290;145;2;7.702597078;1;1.487537067;89;1
291;146;1;7.149221191;0;1.737314939;97;1
292;146;2;7.842432226;1;1.737314939;97;1
293;147;1;18.39094193;0;3.837243618;73;0
294;147;2;17.03960591;1;3.837243618;73;0
295;148;1;7.189689384;0;2.986418738;59;0
296;148;2;7.131083244;1;2.986418738;59;0
297;149;1;10.51769262;0;0.31650625;78;0
298;149;2;8.118941684;1;0.31650625;78;0
299;150;1;16.41187476;0;2.230879605;52;0
300;150;2;17.54138902;1;2.230879605;52;0
301;151;1;13.69800707;0;2.085024741;68;0
302;151;2;18.53903331;1;2.085024741;68;0
303;152;1;13.96574717;0;0.962470445;52;1
304;152;2;8.638670166;1;0.962470445;52;1
305;153;1;13.80366429;0;2.441954356;69;0
306;153;2;17.73548695;1;2.441954356;69;0
307;154;1;19.7922635;0;5.652541924;77;0
308;154;2;17.77081752;1;5.652541924;77;0
309;155;1;7.889669878;0;0.628786347;62;0
310;155;2;11.01702862;1;0.628786347;62;0
311;156;1;20.37204461;0;1.118376734;87;0
312;156;2;12.92618583;1;1.118376734;87;0
313;157;1;23.99810603;0;2.785187769;85;0
314;157;2;21.53568636;1;2.785187769;85;0
315;158;1;12.03315678;0;2.153212418;57;0
316;158;2;14.3644282;1;2.153212418;57;0
317;159;1;12.83184538;0;1.157067826;72;1
318;159;2;12.89019379;1;1.157067826;72;1
319;160;1;18.82170753;0;2.767815906;53;0
320;160;2;19.34121735;1;2.767815906;53;0
321;161;1;7.648854934;0;1.182562766;104;1
322;161;2;14.03890054;1;1.182562766;104;1
323;162;1;24.21473459;0;2.96836383;74;1
324;162;2;26.18186794;1;2.96836383;74;1
325;163;1;12.03592152;0;2.400920355;94;0
326;163;2;13.66996494;1;2.400920355;94;0
327;164;1;26.73654864;0;2.220574576;107;1
328;164;2;19.95370099;1;2.220574576;107;1
329;165;1;9.673313948;0;0.751838867;79;1
330;165;2;11.5721821;1;0.751838867;79;1
331;166;1;16.26549927;0;2.249469959;62;1
332;166;2;15.64649962;1;2.249469959;62;1
333;167;1;16.13122327;0;0.640420327;60;0
334;167;2;17.14381528;1;0.640420327;60;0
335;168;1;14.66022467;0;3.318478341;70;1
336;168;2;19.81907244;1;3.318478341;70;1
337;169;1;22.1719533;0;2.00554902;87;0
338;169;2;29.01273337;1;2.00554902;87;0
339;170;1;16.03138206;0;3.860171126;83;1
340;170;2;18.72754051;1;3.860171126;83;1
341;171;1;10.18295617;0;3.120635252;64;0
342;171;2;13.35579255;1;3.120635252;64;0
343;172;1;14.5549594;0;1.757571407;56;1
344;172;2;11.67867048;1;1.757571407;56;1
345;173;1;7.750571818;0;1.48608877;73;1
346;173;2;11.36423508;1;1.48608877;73;1
347;174;1;11.24908129;0;2.730654801;52;1
348;174;2;21.55233084;1;2.730654801;52;1
349;175;1;12.80370048;0;4.269337079;62;0
350;175;2;14.92440112;1;4.269337079;62;0
351;176;1;22.24473502;0;4.034774087;75;1
352;176;2;13.21685097;1;4.034774087;75;1
353;177;1;23.96805331;0;6.290960345;59;1
354;177;2;25.14522117;1;6.290960345;59;1
355;178;1;3.642709229;0;1.558498589;68;0
356;178;2;10.70383647;1;1.558498589;68;0
357;179;1;18.34058898;0;3.853606022;49;1
358;179;2;19.57348059;1;3.853606022;49;1
359;180;1;13.34232533;0;0.491021912;62;1
360;180;2;9.891204427;1;0.491021912;62;1
361;181;1;10.63227997;0;0.61869087;75;0
362;181;2;6.141920353;1;0.61869087;75;0
363;182;1;22.67129785;0;2.498412731;53;0
364;182;2;12.74785113;1;2.498412731;53;0
365;183;1;13.61123807;0;1.34394698;62;0
366;183;2;10.78952512;1;1.34394698;62;0
367;184;1;21.8552649;0;4.189778816;75;1
368;184;2;21.6986864;1;4.189778816;75;1
369;185;1;20.96585715;0;4.410070174;83;1
370;185;2;16.80760956;1;4.410070174;83;1
371;186;1;12.12343062;0;1.564356204;60;0
372;186;2;10.69572219;1;1.564356204;60;0
373;187;1;8.211480683;0;1.972861171;65;1
374;187;2;10.77200578;1;1.972861171;65;1
375;188;1;15.96112719;0;3.078986553;79;1
376;188;2;14.56064941;1;3.078986553;79;1
377;189;1;17.97637406;0;4.148463963;78;0
378;189;2;23.12191993;1;4.148463963;78;0
379;190;1;7.583798128;0;0.757594935;68;1
380;190;2;17.7606575;1;0.757594935;68;1
381;191;1;33.12081647;0;0.330178119;89;1
382;191;2;21.969228;1;0.330178119;89;1
383;192;1;12.52206022;0;1.585948386;51;0
384;192;2;11.79065137;1;1.585948386;51;0
385;193;1;7.468017335;0;2.693725155;67;1
386;193;2;11.49618406;1;2.693725155;67;1
387;194;1;11.95817459;0;2.358852396;86;1
388;194;2;8.718906962;1;2.358852396;86;1
389;195;1;10.98535278;0;1.481398643;81;1
390;195;2;9.163466967;1;1.481398643;81;1
391;196;1;15.47147302;0;0.202788645;58;0
392;196;2;14.68998283;1;0.202788645;58;0
393;197;1;8.63043836;0;1.498217992;83;0
394;197;2;12.58367875;1;1.498217992;83;0
395;198;1;12.39809697;0;2.816246226;91;0
396;198;2;15.16747443;1;2.816246226;91;0
397;199;1;21.89930465;0;4.460619518;62;1
398;199;2;15.23317961;1;4.460619518;62;1
399;200;1;19.07577329;0;0.864817176;80;1
400;200;2;13.47759769;1;0.864817176;80;1
401;201;1;5.640576296;0;3.586867504;52;0
402;201;2;14.18468862;1;3.586867504;52;0
403;202;1;21.6065076;0;3.441932357;58;0
404;202;2;16.52690465;1;3.441932357;58;0
405;203;1;8.880090875;0;1.55414581;45;0
406;203;2;15.61012159;1;1.55414581;45;0
407;204;1;21.97720707;0;4.489831368;59;1
408;204;2;17.16655788;1;4.489831368;59;1
409;205;1;14.2477892;0;4.230981481;74;1
410;205;2;12.61201169;1;4.230981481;74;1
411;206;1;17.2852759;0;0.879863379;92;1
412;206;2;11.39591065;1;0.879863379;92;1
413;207;1;17.66419245;0;1.796666022;71;0
414;207;2;20.92957531;1;1.796666022;71;0
415;208;1;7.63717732;0;0.984063042;36;0
416;208;2;11.55731115;1;0.984063042;36;0
417;209;1;7.582010167;0;1.701496489;82;1
418;209;2;6.941905091;1;1.701496489;82;1
419;210;1;18.34964748;0;1.609281523;64;0
420;210;2;11.37865;1;1.609281523;64;0
421;211;1;13.05456484;0;4.105639913;86;0
422;211;2;21.59938426;1;4.105639913;86;0
423;212;1;14.25390459;0;4.314825165;52;0
424;212;2;11.94872262;1;4.314825165;52;0
425;213;1;19.83839291;0;3.799079328;48;0
426;213;2;13.94220668;1;3.799079328;48;0
427;214;1;15.04515571;0;3.95369411;83;0
428;214;2;11.11235507;1;3.95369411;83;0
429;215;1;8.603859869;0;3.352586458;51;0
430;215;2;14.7982594;1;3.352586458;51;0
431;216;1;12.07100436;0;1.500346366;56;0
432;216;2;18.89541135;1;1.500346366;56;0
433;217;1;19.13660268;0;2.196998873;69;1
434;217;2;12.43349491;1;2.196998873;69;1
435;218;1;22.74894188;0;5.699631356;81;0
436;218;2;23.24200501;1;5.699631356;81;0
437;219;1;8.681678802;0;1.314472862;75;0
438;219;2;9.365276383;1;1.314472862;75;0
439;220;1;5.316093043;0;2.203291469;67;0
440;220;2;7.942779887;1;2.203291469;67;0
441;221;1;12.79825338;0;1.002088098;66;0
442;221;2;11.44877379;1;1.002088098;66;0
443;222;1;16.12537362;0;3.103832263;86;0
444;222;2;12.76919099;1;3.103832263;86;0
445;223;1;12.71373037;0;2.215725617;83;1
446;223;2;11.93352718;1;2.215725617;83;1
447;224;1;14.04104225;0;4.030043692;62;0
448;224;2;11.41360594;1;4.030043692;62;0
449;225;1;17.08109938;0;5.039702055;93;1
450;225;2;11.13230626;1;5.039702055;93;1
451;226;1;13.28719484;0;2.916501918;61;1
452;226;2;16.21428025;1;2.916501918;61;1
453;227;1;14.19977593;0;1.664301535;53;0
454;227;2;15.16498183;1;1.664301535;53;0
455;228;1;15.46900002;0;2.893950623;74;0
456;228;2;14.76395616;1;2.893950623;74;0
457;229;1;9.139340537;0;0.46533209;61;0
458;229;2;10.83288667;1;0.46533209;61;0
459;230;1;9.853561256;0;3.395829041;78;0
460;230;2;11.52163733;1;3.395829041;78;0
461;231;1;11.13248091;0;5.165642165;89;0
462;231;2;13.32362476;1;5.165642165;89;0
463;232;1;13.770051;0;2.520846724;95;0
464;232;2;15.82059253;1;2.520846724;95;0
465;233;1;20.57689618;0;0.573071771;51;0
466;233;2;17.85264244;1;0.573071771;51;0
467;234;1;14.10456279;0;2.276638132;79;0
468;234;2;12.10237968;1;2.276638132;79;0
469;235;1;22.50041872;0;2.114909147;73;0
470;235;2;16.79433918;1;2.114909147;73;0
471;236;1;15.38692857;0;2.425146414;71;1
472;236;2;13.0053849;1;2.425146414;71;1
473;237;1;7.27417488;0;0.35503913;74;1
474;237;2;8.20318833;1;0.35503913;74;1
475;238;1;18.14927664;0;2.469015065;76;1
476;238;2;19.68533143;1;2.469015065;76;1
477;239;1;16.48032485;0;1.47925151;63;1
478;239;2;11.58764702;1;1.47925151;63;1
479;240;1;6.800681281;0;0.926919497;96;0
480;240;2;7.93668863;1;0.926919497;96;0
481;241;1;10.09673568;0;0.577545903;67;0
482;241;2;7.707438934;1;0.577545903;67;0
483;242;1;19.60231176;0;0.930245821;74;0
484;242;2;14.87761466;1;0.930245821;74;0
485;243;1;18.16105538;0;1.628376953;81;0
486;243;2;17.69292822;1;1.628376953;81;0
487;244;1;11.6763917;0;3.081144506;57;0
488;244;2;10.21472796;1;3.081144506;57;0
489;245;1;14.00775453;0;3.20105392;54;1
490;245;2;11.53977239;1;3.20105392;54;1
491;246;1;17.99622846;0;4.340304889;81;1
492;246;2;20.74002062;1;4.340304889;81;1
493;247;1;11.62048114;0;1.193591697;77;0
494;247;2;8.955163902;1;1.193591697;77;0
495;248;1;12.74458375;0;4.77662813;57;0
496;248;2;11.81276519;1;4.77662813;57;0
497;249;1;15.09098816;0;3.252725847;55;1
498;249;2;21.28867149;1;3.252725847;55;1
499;250;1;12.60578159;0;1.329685155;65;1
500;250;2;15.09363455;1;1.329685155;65;1
501;251;1;12.27282453;0;3.672777507;62;1
502;251;2;10.87346815;1;3.672777507;62;1
503;252;1;8.143257012;0;0.717398934;75;1
504;252;2;11.56249794;1;0.717398934;75;1
505;253;1;23.40089028;0;6.462855515;89;0
506;253;2;21.20259567;1;6.462855515;89;0
507;254;1;26.72643185;0;4.542694356;70;0
508;254;2;16.07305332;1;4.542694356;70;0
509;255;1;10.69525817;0;1.739206926;52;1
510;255;2;5.320315381;1;1.739206926;52;1
511;256;1;15.31936916;0;2.273239037;71;1
512;256;2;23.79755369;1;2.273239037;71;1
513;257;1;19.99158952;0;1.698284679;63;1
514;257;2;27.05926431;1;1.698284679;63;1
515;258;1;9.982208176;0;0.991541294;66;0
516;258;2;7.274753191;1;0.991541294;66;0
517;259;1;17.96258246;0;4.357334222;62;1
518;259;2;17.35702667;1;4.357334222;62;1
519;260;1;4.766053556;0;1.148947192;71;1
520;260;2;12.25849946;1;1.148947192;71;1
521;261;1;5.897902758;0;0.483372386;75;0
522;261;2;11.32612685;1;0.483372386;75;0
523;262;1;16.55154089;0;2.444454198;63;0
524;262;2;17.73809004;1;2.444454198;63;0
525;263;1;19.20884944;0;2.32254743;61;0
526;263;2;16.40222101;1;2.32254743;61;0
527;264;1;10.58954813;0;0.721960824;54;0
528;264;2;3.755684974;1;0.721960824;54;0
529;265;1;13.84112984;0;1.966792876;58;0
530;265;2;21.21266055;1;1.966792876;58;0
531;266;1;24.54000702;0;3.704458736;72;0
532;266;2;24.46224559;1;3.704458736;72;0
533;267;1;16.09450872;0;1.620132724;64;1
534;267;2;14.13993051;1;1.620132724;64;1
535;268;1;17.64104641;0;3.774968196;60;0
536;268;2;18.55240745;1;3.774968196;60;0
537;269;1;15.6574806;0;3.38423339;56;0
538;269;2;13.29191918;1;3.38423339;56;0
539;270;1;11.6953993;0;2.21447723;66;0
540;270;2;13.4734071;1;2.21447723;66;0
541;271;1;7.80082177;0;1.719574024;58;1
542;271;2;11.86997267;1;1.719574024;58;1
543;272;1;24.09046778;0;1.646810231;50;1
544;272;2;12.35364034;1;1.646810231;50;1
545;273;1;18.87897681;0;4.675861516;74;1
546;273;2;20.19706988;1;4.675861516;74;1
547;274;1;12.95051752;0;1.9100176;68;1
548;274;2;8.93950934;1;1.9100176;68;1
549;275;1;10.54109892;0;1.507888965;67;0
550;275;2;17.23892125;1;1.507888965;67;0
551;276;1;7.164969193;0;1.951941156;78;0
552;276;2;10.7217783;1;1.951941156;78;0
553;277;1;15.41918683;0;2.507874789;83;0
554;277;2;14.45594066;1;2.507874789;83;0
555;278;1;17.12518087;0;1.828228818;67;0
556;278;2;13.52904322;1;1.828228818;67;0
557;279;1;16.73615997;0;5.407435788;66;1
558;279;2;19.10140008;1;5.407435788;66;1
559;280;1;10.48904993;0;2.63727517;86;1
560;280;2;14.50293451;1;2.63727517;86;1
561;281;1;21.71171885;0;2.957939214;70;0
562;281;2;15.1318429;1;2.957939214;70;0
563;282;1;6.658670195;0;1.825579336;68;1
564;282;2;9.218366825;1;1.825579336;68;1
565;283;1;30.06788323;0;0.733627575;65;1
566;283;2;33.1310725;1;0.733627575;65;1
567;284;1;14.7594614;0;0.412724966;63;1
568;284;2;14.06530973;1;0.412724966;63;1
569;285;1;9.632380174;0;2.984981325;77;0
570;285;2;16.06364581;1;2.984981325;77;0
571;286;1;8.305839342;0;1.020488354;58;0
572;286;2;9.076486881;1;1.020488354;58;0
573;287;1;13.80904475;0;2.692473028;73;1
574;287;2;10.41765933;1;2.692473028;73;1
575;288;1;22.9019528;0;5.602696898;42;1
576;288;2;13.64651585;1;5.602696898;42;1
577;289;1;12.20436265;0;0.814984103;89;0
578;289;2;9.616917953;1;0.814984103;89;0
579;290;1;4.202217567;0;0.806427696;82;1
580;290;2;8.783126447;1;0.806427696;82;1
581;291;1;13.57903628;0;2.114302267;38;1
